,state,Satisfaction,text,sent,emotion
222,Utah,4,"The classes are really uneven. You need many more women, but less partisanism. More educated women who can provide substance.   Including Tina Descovich on the program reduces the church's ability to profess nonpartisanism. It doesn't matter if she claims her presentation isn't political, her extreme activism makes her political. And completely goes counter to the kind of peacemaking that our church leaders are focused on. It is not ok. ",negative,negative
223,Utah,5,"With only about five checkouts in the BYU store, it was impossible to buy anything without missing a session.",negative,sadness
224,California,5,Needing a mom break!,negative,negative
225,Utah,4,"The sessions were really crowded and there was no way to know ahead of time if a session would be overfull until you got there. Fortunately there were usually overflow rooms. One possibility would be to have people select classes ahead of time so that the administrators can know what to expect for demand, so that rooms and overflows can be setup well in advance.",negative,negative
226,Texas,5,"Bigger classrooms for the packed classes and less overlap between ""prime"" classes. For instance, Stephan Taegar is awesome so I attended is second class (4:30pm) but it was also during the chosen class, so I was bummed I had to pick between those. We could also hear a lot of cheering and background music in the middle of our class since it was right next to the ballroom.  Also, it would have been a lot better if the dorms allowed access to the kitchen area (in heritage). I didn't care to cook anything, but we just wanted a place to sit and talk together and without the living room area available we didn't have that.",negative,sadness
227,Utah,5,bigger class rooms,neutral,neutral
228,Arizona,5,"The class selection was great, almost too good.  There were so many classes that I wanted to take but couldn't because they were taught at the same time.  Because I'm in my late 60's, retired and looking for a meaningful future, I would like to see more classes geared to the retired population.  ",positive,trust
229,Utah,4,Create a map of the campus with color coded paths. This was my first time on the campus and I had a difficult time finding the building for my classes. I missed half of my first class by wandering around trying to figure out where I was in relation to my map.,negative,fear
230,Utah,5,The titles to classes often don’t match the subject matter taught. Would be great to include a sentence or two of a short synopsis of the class. Some classes felt like the air conditioning wasn’t working.,negative,negative
231,Texas,5,"The overflow classroom experience was sometimes disappointing.  The cameras were either fixed on the entire stage or just the screen.  In the first instance it was hard to see the slides, and in the second we missed out on a feeling of connection with the instructor.  Also, if the instructor showed video clips, the audio would barely be picked up by the camera.",negative,sadness
232,Utah,4,"I wanted Monday morning and wasn’t able to do it online. When I got to the Marriott center, those helping with registration had trouble with the system, it took abit of time but she was finally able to do it. I was sorry to be late for the class and I was there at 8:00. ",neutral,anticipation
233,Utah,5,Can't think of anything!,negative,negative
234,Utah,5,"We had a class upstairs in the wsc that had a helper person who gave us such a hard time about taking the stairs that exit into the cougar eat. We pretty much had to almost push past her to get to those stairs. There was NO ONE over there taking those stairs. I understand she was trying to direct traffic, but I’m not walking a million steps out of my way, when there’s stairs RIGHT there that will take me where I need to go. Plus only allowing a HUGE class to exit in one direction is honestly terrifying. ",negative,negative
235,Utah,5,More food truck options,neutral,neutral
236,Utah,5,I thought it was very well done. ,positive,positive
237,Nevada,5,My husband and I had a hard time finding a class we were excited about in the Three o'clock hour.  We tried 3 or 4 different options but never clicked. That was the only thing we wished we could change.,negative,fear
238,Utah,5,"Less traffic and less accidents on I-15 South and I-15 North. Easier commute, and, a better map and explanation of class locations and class teachers. A better explanation and map of shuttle buses, to know which goes where and what time. ",negative,negative
239,Utah,5,"Some speakers needed rooms with more capacity, like Matthew Grey and John Hilton III. ",neutral,neutral
240,Utah,5,"I think there needs to be a little clarification on daily topics. Most educators taught a theme and then had sub topics throughout the week. My sister and I were really excited about the topic called “Helping Teenagers Manage their Technology Usage”. We went to the seminar and it was a class for seminary teachers, and there was only about 10 minutes left at the end that talked about the topic printed in the manual/online. They spent most of the time talking about the new curriculum and how to better disperse the chapters throughout the school year and splice in extra lessons. I think all of this information was helpful to the seminary teachers, but the manuel said we would be learning about how to help teenagers manage their use of technology. I was a little disappointed because we didn’t get to talk about that topic for more than 10 minutes. ",negative,negative
