,ResponseId,Q16,sent,distil_bert_sent
196,R_3b3gbxcfHvbOBmp,,0,0
197,R_3j9u7tSuDlOEoBH,"Offer a discounted rate to those who can't take work off and are only available in the evenings/Saturday. Or offer more on Saturday. I guess I did get a good value of 3 dinners, a concert, and wahooz for $50, but others paid the same and got far more out of it. Felt like I missed out on a lot and had a very different experience due to not being available Thursday and Friday from 9-5.",-1,1
198,R_7SAC63YzisokDlS,"Longer, comfortable beds (for tall people).",1,1
199,R_7w4afVrug1Jy0oG,"Overall I think it was a great experience, the only difference I would ask for is maybe some better opportunities to push us to meet other people. Besides that it was near perfect! ",-1,2
200,R_3SsV3mkKvY5AdfX,The dance is a place to meet the people there. A mosh pit is fun 10% of the time but not 95% of the time. I want to be able to ask girls to dance and have fun.,1,1
201,R_6MSRbLYT6RCvY4s,,0,0
202,R_6RyKYVoWXaSA2TC,,0,0
203,R_39c9ylKAZ0efsGB,"In Edmonton they have one or two workshops led by YSA and those were especially inspiring because I could relate so well to them and see people in my stage of life who were inspiring!! Also, there were many of us who felt lonely and didnât know anyone - if there were more specific opportunities to meet people that would be awesome! Alsoooo haha the music was super old - I only heard two songs from the past decadeâ¦ good music, but need more modern stuff! We can help with that!",1,2
204,R_7k6w2RoVeswfIfE,,0,0
205,R_6KHCY7PP5EGFbw2,Better advertising and communication. Make your emails stand out against spam.,1,0
206,R_64qFJ9NTSSvamkn,Shuttles to some of the activities,1,1
207,R_1WT3lQ2YotYuayU,Iâm not sure. I do not feel I was there enough to be able to say,-1,0
208,R_5SHr857A8IWylDf,,0,0
209,R_5wEU5oPc1nPxh60,"Make dinner and lunch farther apart. I knew a couple people, including me, that didn't want to eat dinner because they were still filled up with lunch.",-1,2
210,R_1KAIqBCIGFn9t29,"I've already mentioned. You need more older experienced fun young singles that know how to make a good dance. That know fun activities that locally might know more people that can attend. Helping kids with activities where they can socialize as much as the spiritual part. I really don't think anyone will truly read my survey. I've been a single for a long time. I know what works and what doesn't for these activities. There need to be better social setting where singles can talk or learn to meet new people. To be open to dating people with good standards. It's not forced its just when you have good activities a long with spiritual than it helps the singles more. As a man I honestly think the world tries to divide young singles. Women don't respect guys as much. What it means to be a future father to provide protect. Many people are selfish in there indevers to meet people. Society tell women you don't need men. We need to be taught the importance in these confrnce for one another and God's plan of happiness. We use apps to swipe instead of getting to know people. Need to put forth a better environment that's fun that forces young singles to talk and recognize the value of a good man and women in the church. There are lots of ideas. If you ignore the struggles or pretend like there not there. Nothing gets better. We can't come closer to christ if don't try to recognize struggles, teach the right way and than let us benefit from the different activities. ",1,0
211,R_7cUKNkBFJjBMMrg,The itenarary that was given to us was a very rough representation of what the day would actually turn out to be. I would say make the schedule more concrete and communicate it a little better to the groups. Food also sucked lol,-1,1
212,R_52DCoRifr3RFWW9,"Making a decision for which off-site activity to do on Thursday was difficult because I wanted to do several of them, but they were only available one day. Maybe spreading them out between the two days wouldâve made it a little easier. ",-1,0
213,R_6axej7vAqwIkN1W,I came from way out of town(Arizona) and it was difficult to plan coming as there was not much info given and I didnât get help with understanding how housing would work or transportation. I ended up getting an Airbnb and a rental car.,-1,2
214,R_108zSnJOakRzoOV,"Have it more frequently! Also Share more personal experiences! Everyone experiences the spirit differently, but I think in society today we need more role models than ever! If we can have similar speakers like the Mac's every time, I think lives will be touched. Please have it again next year in Idaho or some place close! I think we could have twice as many people show up too!",1,1
215,R_11jMJOEzloDELFh,,0,0
216,R_5dXz2EoBMtMUmdC,I would love for there it be more group activities that way when we get together with our groups for testimony night we are familiar with everyone and are able to feel connection and the Spirit on a different level. I would also recommend introducing counselors more formally that way when we have questions we know who to go up to to get help. On the last day please leave a solid time between breakfast and morning devotion for checking out and getting packed up. It was to much to do all at once and a lot of people missed the morning devotional because of it.,1,1
217,R_3eDfLkHDZmDqKoo,It needs better organization. You did not tell anyone what the service project entailed so you had people showing up in shorts to walk through tick infested forests.   It would be better is everyone had housing. Going back and forth was difficult. The stake center was too small - it was hard to socialize if your free time. It was also hard to do the activities like the dance or sports time.  Include more fun things - I like being spiritual but people also was to connect with others while doing something fun.  Structured activities are a must - driving an hour on a bus only to be dropped off in the middle of nowhere with no direction or guide was useless.  Have separate activities for the 25 and up crowd - I didnât meet a single new person in the age group.,-1,2
218,R_5cii3NtuLFj8m6B,"More preparations in the planning stage. That would help with the organization, ""herding"" the crowd, and smoother activities. The speed dating for one was almost a flop with the little time, lots of people, and abrupt cut offs.",-1,1
219,R_6XgjzxDzPDdkYW6,"Making sure transportation is provided for participants if housing is not at the ""home base"" for EFYSA. Give more time to plan the conference so it isn't as rushed and people can start registering earlier because they know what is happening.",-1,1
220,R_6GrywuQhlpQoFvX,"Opportunities to meet, acknowledge, and befriend more new people near and far.",1,1
221,R_5lMPz2JcJyS8f58,,0,0
222,R_60edQVTUZDKoWtj,"Not too many because I loved all of it! I'd only ask for an ""other"" option when the registration asks about food allergies so I can say red food color and acidic foods. The last thing is just to say thank you again for everything including putting the Macs as session directors, they had so many great stories and amazing devotionals!",1,2
223,R_6rgO5DSHYxza3lv,A little more direction in regards to rotations of the classes would've been nice.,-1,1
224,R_7I4AJTJun730Mb8,,0,0
225,R_1CcXpcWG6sGmdUE,No recommendations. I would come again even if it was exactly the same.,-1,1
226,R_5Ys6TVfRmElwyI2,"Everyone there just wants to get married, and I wanted friends, so it really didnt go well ",-1,2
227,R_60zqo33LUvdOCNH,Go to a less confusing campus.,-1,1
228,R_1crWwj3QEsCvp0R,I have no recommendations,-1,1
229,R_6E5pU5FdblpuunT,Please bring it back next year!,1,0
230,R_53ywc9o1631zMOd,Longer classes. Attended some that I enjoyed alot but couldn't listen to the full message due to eatch class being 1 hour,-1,2
231,R_7LB7kOlwbZPepZc,Community building activities?? I know itâs hard but allergy friendly food is helpful too.,1,0
232,R_7eztAlmjrbszH2I,No comment,-1,1
233,R_5Kj3sHY36XUIdex,,0,0
234,R_7dAnS0TfYfMhGcj,Smaller groups of people.,1,0
235,R_3xd9IgjA8u9Grn3,"Speed dating was great for me but a lot of my friends didnât like it and felt that it was weird and no one could hear what was happening, so maybe that ",-1,2
